Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,1st phase - general,6,Management,Daytime,Sec Ed - 12th,143.0,Portuguese,Basic 2nd cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,128.7,Yes,No,No,Yes,Male,No,23,No,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled
Single,Change course,2,Informatics Eng,Daytime,Sec Ed - 12th,115.0,Portuguese,Basic 2nd cycle,Basic 3rd cycle,Unskilled workers,Farmers,112.2,Yes,No,Yes,Yes,Male,No,18,No,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Enrolled
Single,Over 23 y/o,1,Nursing,Daytime,Sec Ed - 12th,133.1,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Military,100.8,No,No,No,Yes,Male,No,24,No,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,2nd phase - general,2,Journalism,Daytime,Sec Ed - 12th,133.1,Brazilian,Basic 3rd cycle,Sec Ed - 12th,Unskilled workers,Unskilled workers,105.0,Yes,No,No,No,Female,No,21,Yes,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
Single,International,1,Equinculture,Daytime,Sec Ed - 12th,133.1,Brazilian,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Admin staff,100.0,No,No,No,Yes,Female,No,26,Yes,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
Married,Over 23 y/o,1,Basic Education,Daytime,11th not completed,133.1,Portuguese,Basic 1st cycle,Unknown,Student,Student,115.5,No,No,No,Yes,Female,No,39,No,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Dropout
Married,Over 23 y/o,1,Social Service (evening),Evening,Sec Ed - 12th,133.1,Portuguese,Basic 1st cycle,Basic 3rd cycle,Unskilled workers,Unskilled workers,114.0,No,No,No,Yes,Female,No,44,No,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,Graduate
Single,International,1,Informatics Eng,Daytime,Sec Ed - 12th,130.0,Santomean,Basic 2nd cycle,Degree,Unskilled workers,Scientists,137.0,Yes,No,No,Yes,Male,No,19,Yes,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled
Single,1st phase - general,5,Journalism,Daytime,Sec Ed - 12th,135.0,Portuguese,Basic 1st cycle,Sec Ed - 12th,Services/Sales,Services/Sales,124.9,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate
Single,1st phase - general,5,Nursing,Daytime,Sec Ed - 12th,132.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Skilled workers,Skilled workers,120.3,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,Graduate
Single,1st phase - general,1,Vet Nursing,Daytime,Sec Ed - 12th,135.0,Portuguese,Sec Ed - 12th,Bachelor,Unskilled workers,Executives,134.3,Yes,No,No,Yes,Female,No,19,No,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled
Single,1st phase - general,4,Nursing,Daytime,Sec Ed - 12th,115.0,Portuguese,Degree,Degree,Scientists,Scientists,111.5,Yes,No,Yes,No,Female,No,19,No,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Short cycle diploma,1,Vet Nursing,Daytime,Prof higher tech,130.0,Portuguese,Basic 2nd cycle,Basic 2nd cycle,Unskilled workers,Unskilled workers,128.8,No,No,No,Yes,Female,No,21,No,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout
Single,1st phase - general,4,Multimedia Design,Daytime,Sec Ed - 12th,133.1,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Unskilled workers,Military,110.0,Yes,No,No,Yes,Female,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate
Married,Over 23 y/o,1,Social Service (evening),Evening,Sec Ed - 12th,130.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Farmers,Services/Sales,113.5,Yes,No,No,Yes,Female,No,36,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Divorced,Over 23 y/o,1,Agronomy,Daytime,Other 11th,133.1,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Farmers,160.0,No,No,No,Yes,Female,No,43,No,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate
Single,3rd phase - general,1,Basic Education,Daytime,Sec Ed - 12th,123.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Skilled workers,117.4,Yes,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
Single,Change inst/course,1,Comm Design,Daytime,Sec Ed - 12th,130.0,Portuguese,Degree,Sec Ed - 12th,Scientists,Machine operators,122.2,No,No,Yes,Yes,Female,No,20,No,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate
Single,1st phase - general,2,Social Service,Daytime,Sec Ed - 12th,122.0,Portuguese,Basic 1st cycle,Basic 2nd cycle,Admin staff,Skilled workers,118.2,Yes,No,No,Yes,Female,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,1st phase - general,1,Vet Nursing,Daytime,Sec Ed - 12th,113.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Admin staff,106.7,Yes,No,No,Yes,Female,No,20,No,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general,5,Nursing,Daytime,Sec Ed - 12th,111.0,Portuguese,Degree,Master,Admin staff,Technicians,108.2,Yes,No,No,Yes,Female,No,20,No,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
Single,2nd phase - general,2,Basic Education,Daytime,Sec Ed - 12th,133.1,Portuguese,Basic 3rd cycle,Sec Ed - 12th,Unskilled workers,Technicians,107.0,Yes,No,No,Yes,Female,No,20,No,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled
Single,1st phase - general,1,Social Service,Daytime,Sec Ed - 12th,142.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Farmers,Skilled workers,136.1,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate
Single,2nd phase - general,2,Management,Daytime,Sec Ed - 12th,123.0,Portuguese,Sec Ed - 12th,Basic 2nd cycle,Admin staff,Skilled workers,115.3,Yes,No,No,Yes,Female,Yes,18,No,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general,1,Vet Nursing,Daytime,Sec Ed - 12th,131.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Unskilled workers,139.8,Yes,No,No,Yes,Female,No,19,No,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Graduate
Single,1st phase - general,3,Journalism,Daytime,Sec Ed - 12th,158.0,Portuguese,Sec Ed - 12th,Basic 2nd cycle,Admin staff,Skilled workers,157.0,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.666666666666666,0,0,6,7,6,12.571428571428571,0,10.8,1.4,1.74,Graduate
Single,2nd phase - general,2,Nursing,Daytime,Sec Ed - 12th,122.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,131.0,Yes,No,No,Yes,Female,No,18,No,0,7,7,6,12.516666666666666,1,0,7,7,6,12.516666666666666,1,7.6,2.6,0.32,Dropout
Single,Change course,1,Nursing,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 2nd cycle,Basic 2nd cycle,Unskilled workers,Services/Sales,100.0,No,No,No,Yes,Female,No,20,No,0,7,11,6,11.616666666666667,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Enrolled
Single,2nd phase - general,1,Social Service,Daytime,Sec Ed - 12th,154.0,Portuguese,Basic 3rd cycle,Basic 1st cycle,Unskilled workers,Skilled workers,140.4,Yes,No,No,Yes,Female,Yes,20,No,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Enrolled
Single,2nd phase - general,1,Management,Daytime,Sec Ed - 12th,120.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Technicians,Technicians,113.4,No,No,No,Yes,Female,No,20,No,0,5,11,3,10.333333333333334,0,0,5,10,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled
Single,1st phase - general,2,Vet Nursing,Daytime,Sec Ed - 12th,140.0,Portuguese,Basic 1st cycle,Basic 2nd cycle,Unskilled workers,Skilled workers,137.0,No,No,No,Yes,Female,No,18,No,0,5,12,5,13.142857142857142,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general,1,Management,Daytime,Sec Ed - 12th,127.0,Portuguese,Bachelor,Basic 3rd cycle,Admin staff,Services/Sales,121.8,No,No,No,Yes,Female,No,18,No,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Graduate
Single,2nd phase - general,1,Tourism,Daytime,Sec Ed - 12th,133.1,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Services/Sales,131.0,Yes,No,No,Yes,Female,No,21,No,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general,2,Management,Daytime,Sec Ed - 12th,120.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Skilled workers,118.6,Yes,No,No,Yes,Female,No,19,No,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Graduate
Single,1st phase - general,1,Multimedia Design,Daytime,Sec Ed - 12th,137.0,Portuguese,Degree,Basic 3rd cycle,Scientists,Unskilled workers,122.3,No,No,No,Yes,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,1st phase - general,1,Marketing Mgmt,Daytime,Sec Ed - 12th,131.0,Portuguese,Basic 2nd cycle,Basic 2nd cycle,Unskilled workers,Unskilled workers,127.9,No,No,No,Yes,Female,Yes,19,No,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general,1,Vet Nursing,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 3rd cycle,Basic 2nd cycle,Admin staff,Skilled workers,121.3,Yes,No,No,Yes,Female,No,19,No,0,6,15,6,14.166666666666666,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general,6,Oral Hygiene,Daytime,Sec Ed - 12th,122.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Services/Sales,117.1,Yes,No,No,Yes,Female,No,19,No,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Tech diploma,1,Vet Nursing,Daytime,Tech spec,160.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,160.0,Yes,No,No,Yes,Female,No,20,No,1,6,7,6,14.166666666666666,0,1,6,17,5,13.77777777777778,0,12.4,0.5,1.79,Graduate
Single,1st phase - general,1,Basic Education,Daytime,Sec Ed - 12th,146.0,Portuguese,Basic 3rd cycle,Basic 2nd cycle,Unskilled workers,Technicians,145.3,Yes,No,No,Yes,Female,Yes,18,No,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Enrolled
Single,2nd phase - general,3,Social Service,Daytime,Sec Ed - 12th,131.0,Portuguese,Sec Ed - 12th,Tech spec,Services/Sales,Technicians,122.6,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,13.0,0,0,6,6,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general,6,Nursing,Daytime,Sec Ed - 12th,132.0,Portuguese,Sec Ed - 12th,Basic 1st cycle,Machine operators,Unskilled workers,128.0,Yes,No,No,Yes,Female,No,19,No,0,7,7,7,13.467142857142855,0,0,8,9,8,15.011111111111113,0,12.4,0.5,1.79,Graduate
Single,1st phase - general,3,Nursing,Daytime,Sec Ed - 12th,138.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Services/Sales,Machine operators,124.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,9,7,13.2375,0,0,8,9,7,13.742857142857144,0,13.9,-0.3,0.79,Dropout
Single,2nd phase - general,2,Comm Design,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,123.7,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate
Single,1st phase - general,4,Management,Daytime,Sec Ed - 12th,126.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Admin staff,Machine operators,120.1,Yes,No,No,Yes,Female,No,19,No,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate
Single,2nd phase - general,6,Nursing,Daytime,Sec Ed - 12th,148.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Technicians,Technicians,131.7,Yes,No,No,Yes,Female,No,19,No,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Change course,1,Social Service,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 2nd cycle,Basic 1st cycle,Unskilled workers,Skilled workers,133.2,No,No,No,Yes,Female,No,20,No,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,Graduate
Single,1st phase - general,1,Marketing Mgmt,Daytime,Sec Ed - 12th,117.0,Portuguese,Sec Ed - 12th,Basic 2nd cycle,Technicians,Unskilled workers,109.3,No,No,Yes,No,Female,Yes,19,No,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout
Single,2nd phase - general,1,Marketing Mgmt,Daytime,Sec Ed - 12th,120.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Services/Sales,Services/Sales,113.0,Yes,No,No,Yes,Female,No,20,No,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate
Single,1st phase - general,1,Journalism,Daytime,Sec Ed - 12th,153.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Secretaries,Industry workers,157.9,No,No,Yes,Yes,Female,Yes,18,No,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate
Single,1st phase - general,2,Nursing,Daytime,Sec Ed - 12th,117.0,Portuguese,Basic 3rd cycle,Sec Ed - 12th,Admin staff,Skilled workers,112.1,No,No,No,Yes,Female,Yes,20,No,0,7,9,5,13.188,0,0,8,9,7,12.892857142857142,0,11.1,0.6,2.02,Enrolled
Single,3rd phase - general,1,Nursing,Daytime,Sec Ed - 12th,178.0,Portuguese,Basic 3rd cycle,Sec Ed - 12th,Admin staff,Machine operators,174.7,No,No,No,Yes,Female,No,18,No,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general,5,Nursing,Daytime,Sec Ed - 12th,129.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,128.8,Yes,No,No,Yes,Female,No,19,No,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate
Single,1st phase - general,6,Journalism,Daytime,Sec Ed - 12th,116.0,Portuguese,Basic 3rd cycle,Sec Ed - 12th,Admin staff,Admin staff,110.1,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Graduate
Single,Change inst/course,1,Management,Daytime,Sec Ed - 12th,99.0,Portuguese,Degree,Sec Ed - 12th,Technicians,Technicians,99.7,Yes,No,Yes,No,Female,No,22,No,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general,3,Social Service,Daytime,Sec Ed - 12th,135.0,Portuguese,Sec Ed - 12th,Other 11th,Unskilled workers,Military,121.0,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate
Single,1st phase - general,3,Nursing,Daytime,Sec Ed - 12th,141.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Skilled workers,131.7,Yes,No,No,Yes,Female,Yes,19,No,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general,5,Basic Education,Daytime,Sec Ed - 12th,132.0,Portuguese,Basic 1st cycle,Basic 2nd cycle,Services/Sales,Farmers,119.1,Yes,No,No,Yes,Female,Yes,19,No,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general,4,Tourism,Daytime,Sec Ed - 12th,132.0,Portuguese,Other 11th,Basic 3rd cycle,Unskilled workers,Unskilled workers,124.7,Yes,No,No,Yes,Female,No,19,No,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general,1,Tourism,Daytime,Sec Ed - 12th,113.0,Portuguese,Sec Ed - 12th,Basic 1st cycle,Unskilled workers,Military,117.2,Yes,No,No,Yes,Female,No,20,No,0,6,8,5,11.2,0,0,6,12,3,11.666666666666666,0,7.6,2.6,0.32,Dropout
Single,1st phase - general,1,Management,Daytime,Sec Ed - 12th,134.0,Portuguese,Degree,Basic 3rd cycle,Scientists,Military,128.8,No,No,No,Yes,Female,No,18,No,0,5,10,5,13.375,0,0,5,9,5,14.166666666666666,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general,1,Nursing,Daytime,Sec Ed - 12th,136.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Unskilled workers,Unskilled workers,131.5,No,No,No,Yes,Female,Yes,20,No,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,Graduate
Single,1st phase - general,1,Multimedia Design,Daytime,Sec Ed - 12th,136.0,Portuguese,Degree,Basic 1st cycle,Scientists,Machine operators,121.7,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general,1,Vet Nursing,Daytime,Sec Ed - 12th,129.0,Portuguese,Sec Ed - 12th,Basic 2nd cycle,Admin staff,Skilled workers,123.4,No,No,No,Yes,Female,No,19,No,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general,1,Basic Education,Daytime,Sec Ed - 12th,138.0,Portuguese,Basic 2nd cycle,Basic 2nd cycle,Skilled workers,Farmers,124.7,Yes,No,No,Yes,Female,No,18,No,0,6,11,3,12.333333333333334,0,0,6,10,5,10.833333333333334,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general,1,Basic Education,Daytime,Sec Ed - 12th,137.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,132.8,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,13.333333333333334,0,0,6,8,5,11.8,0,7.6,2.6,0.32,Graduate
Single,Change course,1,Basic Education,Daytime,Sec Ed - 12th,115.0,Portuguese,Degree,Basic 1st cycle,Scientists,Services/Sales,108.7,Yes,No,No,Yes,Female,No,21,No,0,6,10,3,12.666666666666666,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general,1,Basic Education,Daytime,Sec Ed - 12th,129.0,Portuguese,Basic 2nd cycle,Basic 1st cycle,Farmers,Farmers,138.1,No,No,No,Yes,Female,No,19,No,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout
Single,1st phase - general,1,Management,Daytime,Sec Ed - 12th,131.0,Portuguese,Basic 2nd cycle,Basic 2nd cycle,Unskilled workers,Unskilled workers,126.5,No,No,No,Yes,Female,Yes,18,No,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general,2,Social Service,Daytime,Sec Ed - 12th,133.0,Portuguese,Sec Ed - 12th,Basic 1st cycle,Skilled workers,Unskilled workers,127.4,Yes,No,No,Yes,Female,Yes,18,No,0,6,8,6,12.25,0,0,6,7,6,11.857142857142858,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general,3,Social Service,Daytime,Sec Ed - 12th,125.0,Portuguese,Basic 3rd cycle,Sec Ed - 12th,Unskilled workers,Military,123.6,Yes,No,No,Yes,Female,No,20,No,0,6,10,4,11.0,0,0,6,9,6,11.833333333333334,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 y/o,1,Social Service (evening),Evening,Sec Ed - 12th,120.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Farmers,Machine operators,122.0,No,No,No,Yes,Female,Yes,24,No,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,Graduate
Single,1st phase - general,1,Marketing Mgmt,Daytime,Sec Ed - 12th,128.0,Portuguese,Basic 3rd cycle,Sec Ed - 12th,Admin staff,Executives,118.2,No,No,No,Yes,Female,No,19,No,0,6,6,6,13.166666666666666,0,0,6,9,6,13.0,0,10.8,1.4,1.74,Dropout
Single,1st phase - general,1,Nursing,Daytime,Sec Ed - 12th,127.0,Portuguese,Basic 3rd cycle,Basic 1st cycle,Unskilled workers,Skilled workers,123.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,9,7,12.855555555555554,0,0,8,12,7,12.761111111111113,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general,2,Nursing,Daytime,Sec Ed - 12th,134.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Unskilled workers,125.8,Yes,No,No,Yes,Female,No,18,No,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general,5,Basic Education,Daytime,Sec Ed - 12th,132.0,Portuguese,Other 11th,Other 11th,Admin staff,Admin staff,123.3,Yes,No,No,Yes,Female,No,21,No,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general,2,Marketing Mgmt,Daytime,Sec Ed - 12th,124.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Services/Sales,Admin staff,124.4,No,No,No,Yes,Female,No,19,No,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general,1,Journalism,Daytime,Sec Ed - 12th,133.1,Portuguese,Basic 3rd cycle,Basic 1st cycle,Skilled workers,Skilled workers,126.0,No,No,No,Yes,Female,Yes,19,No,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate
Widower,Over 23 y/o,1,Agronomy,Daytime,Sec Ed - 12th,170.0,Portuguese,Sec Ed - 12th,Basic 1st cycle,Farmers,Farmers,170.0,No,No,Yes,Yes,Female,No,47,No,0,1,1,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Enrolled
Single,2nd phase - general,3,Social Service,Daytime,Sec Ed - 12th,125.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Skilled workers,Machine operators,121.5,No,No,No,Yes,Female,No,19,No,0,6,10,5,11.666666666666666,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,Graduate
Single,Over 23 y/o,1,Nursing,Daytime,Degree,130.0,Portuguese,Bachelor,Bachelor,Executives,Executives,130.0,No,No,No,Yes,Female,No,29,No,1,8,8,7,14.257142857142856,0,1,8,8,7,14.257142857142856,0,12.7,3.7,-1.7,Graduate
Single,Change course,1,Social Service,Daytime,Sec Ed - 12th,125.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Admin staff,Machine operators,117.0,Yes,No,No,Yes,Female,No,21,No,0,6,13,3,12.0,0,0,6,12,2,11.333333333333334,0,16.2,0.3,-0.92,Dropout
Single,Over 23 y/o,1,Vet Nursing,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 1st cycle,Basic 3rd cycle,Unskilled workers,Skilled workers,130.0,Yes,No,No,Yes,Female,No,28,No,0,5,13,4,11.25,1,0,5,11,4,10.5,0,12.7,3.7,-1.7,Enrolled
Single,2nd phase - general,2,Oral Hygiene,Daytime,Sec Ed - 12th,133.1,Portuguese,Basic 1st cycle,Basic 1st cycle,Technicians,Military,108.0,No,No,No,Yes,Female,No,20,No,0,7,8,7,12.457142857142856,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general,1,Nursing,Daytime,Sec Ed - 12th,131.0,Portuguese,Bachelor,Basic 2nd cycle,Admin staff,Services/Sales,132.3,Yes,No,No,Yes,Female,No,19,No,0,7,7,6,11.683333333333332,0,0,7,7,6,11.683333333333332,0,7.6,2.6,0.32,Graduate
Single,Transfer,1,Social Service (evening),Evening,Sec Ed - 12th,150.0,Portuguese,Basic 3rd cycle,Bachelor,Admin staff,Farmers,148.0,No,No,No,Yes,Female,No,26,No,0,6,10,3,11.666666666666666,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general,2,Tourism,Daytime,Sec Ed - 12th,125.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Machine operators,122.6,Yes,No,Yes,No,Female,No,20,No,0,6,8,4,11.75,0,0,6,6,6,13.166666666666666,0,11.1,0.6,2.02,Dropout
Single,1st phase - general,1,Marketing Mgmt,Daytime,Sec Ed - 12th,131.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,123.0,Yes,No,No,Yes,Female,Yes,18,No,0,5,6,3,11.666666666666666,0,0,5,6,4,13.5,0,7.6,2.6,0.32,Enrolled
Single,Over 23 y/o,1,Basic Education,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 1st cycle,Basic 3rd cycle,Unskilled workers,Services/Sales,102.5,No,No,No,Yes,Female,No,27,No,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,Graduate
Single,1st phase - general,2,Nursing,Daytime,Sec Ed - 12th,123.0,Portuguese,Unknown,Unknown,Other,Other,113.3,Yes,No,No,Yes,Female,No,20,No,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,Dropout
